name,ascents,grade,popularity,popularity_std,elo,elo_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
Break through,15,7C+,2.0992,1.1352,0.8496,0.6253,22.944,20.861,25.028,7C+,+0.056
Hausmannskost,1,8A,0.9492,2.2662,3.1910,1.4304,26.925,22.159,31.691,8B+,-2.925
Le galet - Nachtschwärmer,3,8A,4.5345,2.1968,3.1318,0.8333,26.824,24.048,29.601,8B+,-2.824
Casavino,38,8B+,7.6341,1.2166,3.1335,0.3024,26.827,25.819,27.835,8B+,+0.173
Acces denied,15,7B,1.0950,0.7263,-0.1651,0.6525,21.219,19.045,23.393,7B+,-1.219
ecstasy sit,2,7C,2.0987,2.1286,2.1586,1.2572,25.170,20.980,29.359,8A+,-3.170
Hellrider,51,7B+,1.8199,0.3849,0.9439,0.2870,23.105,22.149,24.061,7C+,-2.105
Er kennt seine Kraft nicht,2,7B,0.3576,1.3737,1.5416,1.4652,24.121,19.239,29.003,8A,-4.121
Dammi connection,1,8A+,0.2521,1.8237,4.9448,0.9936,29.906,26.595,33.217,29.90614264011558,-4.906
Crème de la crème,6,7A,0.8762,1.1982,-0.4175,0.8782,20.790,17.864,23.716,7B+,-2.790
N.N. (Block 18.4),1,6C,0.0255,1.5406,2.6304,1.5227,25.972,20.898,31.045,8B,-9.972
Vom König fürs Fussvolk,3,7C,0.3563,1.0898,2.1920,1.2073,25.226,21.204,29.249,8A+,-3.226
Pebble straight,86,7A,2.7761,0.3624,-0.7263,0.2526,20.265,19.424,21.107,7B,-2.265
Geometry,39,7A,0.1415,0.2656,-2.2966,0.4734,17.596,16.018,19.173,7A,+0.404
Extra,136,6B,1.8179,0.2963,-6.9690,0.2049,9.653,8.970,10.336,5B,+4.347
Extra lusso,134,6B+,1.1610,0.2435,-6.2847,0.2159,10.816,10.097,11.535,5C,+4.184
Michi is back,6,7A+,1.2379,1.5784,0.5183,0.9403,22.381,19.248,25.514,7C,-3.381
Hip-Hop,228,7A,2.2567,0.1920,-2.7348,0.1667,16.851,16.295,17.406,6C+,+1.149
"Religion ist für Typen, die den Alkohol nicht vertragen",32,7B,1.9817,0.6985,-2.3471,0.3973,17.510,16.186,18.834,7A,+2.490
Left Hand of Darkness (low start),4,8A+,3.7120,1.3185,4.6714,0.5842,29.441,27.495,31.388,8C+,-4.441
There is no spoon,335,7B,7.0104,0.5350,-0.3180,0.1524,20.959,20.452,21.467,7B+,-0.959
Ritorno al futuro,41,7A+,1.4458,0.3453,-1.5583,0.3511,18.851,17.681,20.021,7A+,+0.149
Tipsy,20,7C,1.9822,0.6265,2.4786,0.3714,25.714,24.476,26.951,8B,-3.714
Minisex Roof,27,7C,4.2575,0.5954,1.5846,0.2673,24.194,23.303,25.085,8A,-2.194
Paulchen wird mal gross und stark,7,7C,1.0521,1.0177,0.7346,0.8140,22.749,20.037,25.461,7C+,-0.749
Lato b,167,7B,4.0593,0.3113,-0.4008,0.2379,20.819,20.026,21.611,7B+,-0.819
Jungle Book Stand,35,7C+,4.3644,0.8262,1.9821,0.3418,24.870,23.731,26.008,8A+,-1.870
The Gallion,2,8B+,3.1227,1.7299,2.8438,1.4202,26.334,21.602,31.067,8B,+0.666
All I want for christmas,7,8A+,2.5097,1.1902,3.5990,0.6072,27.618,25.595,29.641,8C,-2.618
Tigris,21,8B,6.5337,1.5217,3.7385,0.3446,27.855,26.707,29.004,8C,-1.855
Rabit,2,7B,0.7863,1.0516,4.2157,0.7599,28.667,26.135,31.199,8C+,-8.667
Damm a trà,68,7A,1.1807,0.2582,-2.6802,0.3185,16.944,15.882,18.005,6C+,+1.056
From Dark Sakai to the Sunshine,11,8B+,6.4086,1.2942,4.5017,0.3437,29.153,28.008,30.298,8C+,-2.153
Café au pilier,8,8A,4.7127,1.4562,3.7607,0.5590,27.893,26.031,29.756,8C,-3.893
Rustichella d'Abruzzo,20,7B,0.1239,0.4636,0.6224,0.5391,22.558,20.762,24.355,7C+,-2.558
Pamplemousse,432,8A,9.3313,0.9802,0.2462,0.1146,21.919,21.537,22.300,7C,+2.081
7c soft,115,7A,2.4081,0.2563,-2.9917,0.2688,16.414,15.519,17.310,6C,+1.586
Späte Einsicht,8,6C,0.1983,0.5886,-3.4519,0.9084,15.632,12.605,18.658,6C,+0.368
Sbandiera Bianca,32,7A,0.5468,0.4550,-1.5108,0.5104,18.932,17.231,20.632,7A+,-0.932
Green Point trav's,211,7A,3.3458,0.2472,-2.2718,0.1625,17.638,17.097,18.179,7A,+0.362
Anime world,30,7A+,0.5555,0.3735,-2.3651,0.4512,17.479,15.976,18.983,6C+,+1.521
Bitch Boulder,1,6B,0.0365,1.5349,4.5364,0.9744,29.212,25.965,32.459,8C+,-15.212
Anna Stöhr,1,8A,3.3708,2.1684,3.3335,1.1182,27.167,23.441,30.893,8B+,-3.167
Cosmonauta,16,7A,0.3586,0.4001,-0.1499,0.7004,21.245,18.912,23.579,7B+,-3.245
Heidilight,30,6B+,0.5783,0.7203,-3.6682,0.5782,15.264,13.338,17.191,6B+,-0.264
Nobody ist der Größte,102,8A,8.3831,1.0478,1.9140,0.2115,24.754,24.049,25.459,8A+,-0.754
Richart Löwenherz,16,8A,3.0729,0.7507,2.0834,0.4545,25.042,23.527,26.556,8A+,-1.042
Enjoy and respect,64,7C,3.8054,0.4604,0.9217,0.3071,23.067,22.044,24.090,7C+,-1.067
Pause cervelas,167,8A,6.5182,0.8359,0.5733,0.2385,22.475,21.680,23.269,7C,+1.525
Marron glace,81,7A,1.7017,0.2938,-0.7404,0.2825,20.241,19.300,21.183,7B,-2.241
Carciofo,51,8A,5.3002,0.8609,2.5671,0.3590,25.864,24.668,27.060,8B,-1.864
General Disarray,80,8B,8.3973,0.9914,2.6477,0.2376,26.001,25.209,26.793,8B,-0.001
Amber,180,8B,9.6774,1.0337,1.9623,0.1762,24.836,24.249,25.423,8A+,+1.164
Ramp thing in Ponte1 area,1,7A,0.8035,2.0765,4.7430,1.0340,29.563,26.118,33.008,29.563110994737333,-11.563
Kick the Tree,141,7B+,4.1099,0.4803,-0.2473,0.2056,21.080,20.394,21.765,7B+,-0.080
pluto,8,7B,0.0549,0.8550,1.9138,0.7261,24.753,22.334,27.173,8A+,-4.753
Team ABC,176,7C,5.3920,0.4720,-0.2554,0.1974,21.066,20.408,21.723,7B+,+0.934
Chili,67,7B,1.6081,0.3138,-2.0309,0.3176,18.048,16.989,19.106,7A,+1.952
Tetto-Trash,7,8A,0.9699,0.8055,2.6189,0.6368,25.952,23.830,28.074,8B,-1.952
Fisher traverse,71,7B,2.4085,0.4143,-0.7468,0.2604,20.230,19.363,21.098,7B,-0.230
Pier della vigna,31,7B,1.0666,0.4806,-0.7589,0.3767,20.210,18.955,21.465,7B,-0.210
Kerplunk (Eddy the E,6,7C+,4.7131,1.7588,4.1551,0.5745,28.564,26.650,30.478,8C+,-5.564
Tam-Tam,73,6B,0.2028,0.2624,-6.3041,0.3241,10.783,9.703,11.863,5C,+3.217
L'orso Voga,55,6C+,0.8822,0.3546,-3.2239,0.3559,16.019,14.833,17.205,6C,+0.981
Tigris sit,16,8B+,6.4413,1.4312,4.1619,0.3644,28.575,27.361,29.789,8C+,-1.575
Somalian Wolverine aka Facelift,8,7B,1.2925,1.2570,1.7872,0.6177,24.538,22.480,26.597,8A+,-4.538
Bizarre ride,3,8A+,2.9394,1.4107,5.1159,0.6746,30.197,27.949,32.445,30.19709876204538,-5.197
Chüngel Brachial,5,7C,0.0488,1.1294,1.2017,0.8928,23.543,20.568,26.518,8A,-1.543
Wamash,95,7A,0.9783,0.2335,-2.6186,0.2296,17.048,16.283,17.813,6C+,+0.952
M'illumino d'immenso,13,7C+,4.0856,1.0179,3.5570,0.4711,27.547,25.977,29.117,8C,-4.547
Kreuz right,2,7B,1.3921,2.7655,3.6575,1.1445,27.718,23.904,31.531,8C,-7.718
No feet problem,64,7C,2.3238,0.3124,-1.8311,0.3465,18.387,17.232,19.542,7A,+3.613
Shot the monkey,143,6B,1.3279,0.2556,-4.6936,0.1873,13.521,12.897,14.145,6B,+0.479
Bring it up,15,7A+,1.1020,0.7564,-0.3271,0.5733,20.944,19.034,22.854,7B+,-1.944
Hip-Hop gone wild,152,7A+,3.3316,0.3079,-1.7840,0.1814,18.467,17.863,19.072,7A,+0.533
Humphrey Bogart direct,50,7C,4.0921,0.8362,1.3257,0.3540,23.754,22.574,24.933,8A,-1.754
La palmita,48,7C,1.5624,0.3105,-1.5820,0.3122,18.811,17.770,19.851,7A+,+3.189
fratelli spazzatura,14,7B,1.7293,0.6587,1.7456,0.4902,24.468,22.834,26.101,8A,-4.468
Dreamtheater,23,7C,2.5575,0.9124,0.3613,0.5415,22.114,20.310,23.918,7C,-0.114
Human pilot,31,7C,2.1250,0.4351,0.1255,0.4108,21.713,20.345,23.082,7C,+0.287
Schwingerklub,69,7C,4.5210,0.8752,-0.3343,0.3250,20.932,19.849,22.015,7B+,+1.068
REM,3,8C+,1.5270,1.9163,5.2714,0.9513,30.461,27.292,33.631,30.461349010389767,-1.461
Electro swing,7,8A+,4.4926,1.3722,3.3777,0.4567,27.242,25.720,28.764,8B+,-2.242
The Kartell,1,7C,1.9833,2.9084,4.0553,1.3200,28.394,23.996,32.792,8C,-6.394
Australian Open,126,7B+,3.3849,0.4051,-0.9055,0.1743,19.961,19.380,20.541,7B,+1.039
Linksträger,19,7A+,2.1883,0.7022,-0.1421,0.5851,21.258,19.309,23.208,7B+,-2.258
Raffaella,22,6C+,0.4923,0.4360,-0.9944,0.5339,19.809,18.031,21.588,7B,-2.809
Stone Fisher,78,7A,2.2539,0.3150,-1.7758,0.2730,18.481,17.572,19.391,7A,-0.481
We Transfer,3,7A+,0.2251,0.9511,3.1852,0.8007,26.915,24.247,29.583,8B+,-7.915
Jook of the bushveld,2,7C+,1.8216,1.4142,4.1966,0.7316,28.634,26.197,31.072,8C+,-5.634
Watermelon,16,7C,3.0287,0.7491,2.3722,0.4165,25.533,24.145,26.921,8B,-3.533
Tourniermannschaft,34,7B+,5.1508,1.4294,0.1021,0.4437,21.674,20.195,23.152,7C,-0.674
Chestnut five,105,7A+,2.3605,0.3600,-1.9047,0.2610,18.262,17.392,19.132,7A,+0.738
Light blue,31,7A+,0.9809,0.3896,0.2900,0.4085,21.993,20.632,23.354,7C,-2.993
Gitzi,15,7A+,1.1362,0.7133,0.0843,0.5702,21.643,19.743,23.543,7C,-2.643
FA cup,27,7B+,2.0544,0.4597,1.2514,0.3780,23.627,22.368,24.887,8A,-2.627
Porca miseria,27,6B+,0.0354,0.3694,-3.9970,0.4758,14.705,13.120,16.290,6B+,+0.295
Mérite le détour stand,124,7B,4.0323,0.3811,-0.2458,0.2423,21.082,20.275,21.890,7B+,-1.082
Vati hat ein Messer,14,7B+,1.1989,0.6569,-1.0605,0.6907,19.697,17.396,21.999,7B,+1.303
Pimo Noir,21,7A,0.6369,0.5445,-1.6202,0.5926,18.746,16.771,20.720,7A+,-0.746
Take it easy,4,8B,3.3048,1.3481,4.1016,0.6684,28.473,26.246,30.700,8C,-2.473
La reina del salsa,4,8A+,3.5715,1.7197,2.9387,0.8862,26.496,23.543,29.448,8B,-1.496
The Vision,2,8B,1.3063,1.4633,5.0505,0.7315,30.086,27.649,32.523,30.085914661639915,-4.086
Affenfaktor,44,7A,5.4549,1.0949,-1.3057,0.3320,19.280,18.174,20.387,7A+,-1.280
Ballermann,242,7B+,5.2342,0.3756,-0.4289,0.1703,20.771,20.203,21.338,7B+,+0.229
Android,86,7B+,3.1763,0.4182,-1.0403,0.2764,19.732,18.811,20.653,7B,+1.268
Batterie en esaurimento,1,7A+,0.4896,1.8035,4.1334,1.1804,28.527,24.594,32.460,8C+,-9.527
Lalama,20,7A+,0.4152,0.4065,-1.1633,0.7166,19.522,17.135,21.910,7B,-0.522
The right hand of darkness (stand),162,7B,2.9771,0.2717,-1.5905,0.1926,18.796,18.154,19.438,7A+,+1.204
Standing ovation,91,7A,3.6003,0.4192,-3.1036,0.2799,16.224,15.291,17.156,6C,+1.776
Linke Sau,17,7A,1.7556,0.7021,-0.8530,0.6072,20.050,18.027,22.073,7B,-2.050
Out of the blue,2,7B,0.3088,1.4077,4.1485,0.8462,28.553,25.733,31.372,8C+,-8.553
Maxi cordon bleau,1,6C+,0.1721,1.7137,1.2799,1.3812,23.676,19.074,28.278,8A,-6.676
shodowfax,1,8B,1.3295,2.1265,5.6907,0.8963,31.174,28.188,34.161,31.174235250080255,-5.174
Trullator,16,8A+,3.5617,0.8022,3.5855,0.3360,27.595,26.476,28.715,8C,-2.595
Fire and Fox,111,7A,1.6770,0.1981,-4.2867,0.2578,14.213,13.353,15.072,6B,+3.787
Plastikkette,23,6B,0.3243,0.6731,-4.7024,0.5785,13.506,11.578,15.434,6B,+0.494
"Yes, wee-kend",16,7B,3.1457,0.9874,0.3120,0.6128,22.030,19.989,24.072,7C,-2.030
Alphorn,13,8B,5.2553,1.5428,2.0201,0.5897,24.934,22.969,26.899,8A+,+1.066
Gaskin's Problem I,2,7C,0.2345,1.5793,0.3299,1.2388,22.061,17.933,26.189,7C,-0.061
Enki,5,8A,0.8551,1.0179,3.8454,0.7235,28.037,25.626,30.448,8C,-4.037
Chiptuning,4,6C,0.9956,1.3607,-1.3921,0.9665,19.133,15.913,22.354,7A+,-3.133
Margaret,23,6C,0.5276,0.5723,-4.3490,0.5497,14.107,12.275,15.939,6B,+1.893
Souvenir volé,82,7B,3.2158,0.4254,-0.0215,0.2416,21.463,20.658,22.269,7B+,-1.463
Fuernasen,1,7C+,0.7738,1.4719,4.8882,1.0224,29.810,26.403,33.217,29.809970308865125,-6.810
V.I.P.,2,8B+,3.1279,2.0074,3.8775,0.9911,28.092,24.789,31.394,8C,-1.092
Mister Bean,37,7A+,1.0670,0.3552,-0.9256,0.3931,19.927,18.617,21.236,7B,-0.927
chocolate horse,274,7A,4.5421,0.4422,-1.9019,0.1570,18.267,17.744,18.790,7A,-0.267
Bananas Fritas,74,7B,0.3189,0.2584,-2.4229,0.2973,17.381,16.390,18.372,6C+,+2.619
Boulderfieber,18,7B+,0.5890,0.4690,1.4522,0.5292,23.969,22.205,25.732,8A,-2.969
Slip slap slop right exit,68,7B+,2.5709,0.3793,0.5826,0.2554,22.490,21.639,23.341,7C,-1.490
Marlena,62,7A,2.6702,0.4258,-0.6382,0.3165,20.415,19.361,21.470,7B,-2.415
Goldtraverse,31,7A+,1.5404,0.5068,-2.3320,0.5053,17.536,15.852,19.219,7A,+1.464
Die glorreichen Drei,12,7A+,0.5260,0.6363,-0.2488,0.6593,21.077,18.880,23.274,7B+,-2.077
Franky Minchia,2,8A+,0.4416,1.1622,3.5747,0.8006,27.577,24.909,30.245,8C,-2.577
Bläser,16,7C,3.7388,1.3667,0.3398,0.6967,22.078,19.756,24.399,7C,-0.078
Fear of the dark,4,8B,2.3647,1.5935,4.7603,0.6589,29.593,27.397,31.788,29.59258049792383,-3.593
Concho neros,32,7A,0.4418,0.2995,-0.1611,0.4454,21.226,19.742,22.710,7B+,-3.226
Voltaren,57,7A+,5.0254,1.0291,-2.6803,0.3170,16.943,15.887,18.000,6C+,+2.057
Dopeshow arete,8,8A,0.7895,0.8156,3.2567,0.5204,27.036,25.302,28.770,8B+,-3.036
"No gods, no masters",5,7B+,1.6553,1.4841,1.2441,0.8915,23.615,20.645,26.585,8A,-2.615
Squalo in faccia,25,7A,0.1850,0.3399,-1.8096,0.5267,18.424,16.669,20.179,7A,-0.424
Manicure,48,6B,1.4748,0.3683,-3.9408,0.3401,14.801,13.667,15.934,6B+,-0.801
Forever green,134,6C+,2.2214,0.2467,-1.8760,0.2263,18.311,17.557,19.065,7A,-1.311
Painful love,15,7B,3.7857,1.4171,1.1850,0.5228,23.514,21.772,25.256,8A,-3.514
Stairway to heaven,8,8B,5.6487,1.2858,3.1049,0.7471,26.778,24.289,29.268,8B+,-0.778
Lap Dance,45,6C+,0.6569,0.3676,-2.0488,0.4539,18.017,16.505,19.529,7A,-1.017
Bugs Bunny / Shield Variante,91,7A+,1.1232,0.2505,-2.6231,0.2726,17.041,16.132,17.949,6C+,+1.959
Slightly Morpho,15,7B+,0.9420,0.4943,0.9201,0.4520,23.064,21.558,24.570,7C+,-2.064
Super Otti right,21,7B,0.2444,0.4169,-0.3780,0.5701,20.857,18.958,22.757,7B+,-0.857
Stairway to Heaven stand,19,7C,2.7850,0.7771,2.6090,0.3568,25.935,24.746,27.124,8B,-3.935
Akiro,124,7B,1.9050,0.2272,-1.8702,0.2141,18.321,17.607,19.034,7A,+1.679
Spirito indomito,20,8A+,1.8202,0.5498,2.8563,0.3470,26.356,25.200,27.512,8B,-1.356
Good vibrations,3,8A,0.8422,1.5512,4.8798,0.9726,29.796,26.555,33.036,29.795704482940693,-5.796
Jock of the bushveld,94,7C+,4.6154,0.4300,0.6918,0.2187,22.676,21.947,23.405,7C+,+0.324
Clean climb,61,6B,0.9517,0.2822,-4.9185,0.3479,13.139,11.979,14.298,6A+,+0.861
Smoking Free,57,7B,1.5407,0.2829,-2.1872,0.3435,17.782,16.637,18.926,7A,+2.218
Offshore,107,7A+,0.7111,0.1938,-3.6111,0.2529,15.361,14.519,16.204,6B+,+3.639
Cellar door,42,8A,6.9641,1.3254,2.1091,0.3205,25.085,24.018,26.153,8A+,-1.085
fast and furious,149,7C+,4.2854,0.3461,-0.6320,0.1891,20.426,19.796,21.056,7B,+2.574
James Gordon,21,6B,0.6923,0.7290,-4.7663,0.5239,13.397,11.652,15.143,6A+,+0.603
Gallion Gladiator,1,8B,2.2057,2.4211,3.4141,1.2386,27.304,23.177,31.431,8B+,-1.304
La Vela,46,6C,0.9364,0.3020,-2.6663,0.4369,16.967,15.512,18.423,6C+,-0.967
Made by fez,27,7A+,0.3961,0.3276,-2.2254,0.4788,17.717,16.121,19.312,7A,+1.283
Air on Fire,40,7C,5.2930,0.7926,2.2066,0.3315,25.251,24.147,26.356,8A+,-3.251
Le galet,4,8B,5.2974,1.8531,2.8726,0.9293,26.383,23.287,29.480,8B,-0.383
Astronautenwiener,3,8A,0.8684,1.2241,4.6085,0.7519,29.334,26.829,31.840,8C+,-5.334
Allungao meravigliao,17,7B,0.1103,0.3919,-0.9105,0.5921,19.952,17.979,21.925,7B,+0.048
From dirt grows the flower left,3,8B+,3.1546,1.5720,5.4232,0.6041,30.719,28.707,32.732,30.719433650708236,-3.719
Mister Orange,57,7A+,2.4231,0.3836,0.1306,0.3209,21.722,20.653,22.791,7C,-2.722
Der murgsche Höhepunkt,25,7A,2.0027,0.6810,-1.5077,0.5002,18.937,17.270,20.604,7A+,-0.937
Fuoco di paglia,67,8A+,7.7022,1.1613,2.4433,0.2878,25.654,24.695,26.613,8B,-0.654
Vier Gleiche,68,6A+,0.0010,0.2309,-4.9033,0.2707,13.164,12.263,14.066,6A+,-0.164
La Vaca Loca,1,7A+,1.1175,2.1785,4.7689,1.0355,29.607,26.157,33.057,29.607099138626946,-10.607
La persistencia de la memoria,100,8A,5.5194,0.9515,1.7865,0.2010,24.537,23.867,25.207,8A+,-0.537
El Lasagna,48,6C+,0.3739,0.3590,-4.2507,0.3343,14.274,13.160,15.388,6B,+2.726
Learn to Park,65,6B+,0.1141,0.2404,-5.1580,0.2871,12.731,11.775,13.688,6A+,+2.269
Vecchio Brione,13,7B+,1.5960,0.5496,1.5806,0.5824,24.187,22.246,26.127,8A,-3.187
No comment,60,7B+,2.9110,0.3867,-0.4535,0.3407,20.729,19.594,21.864,7B+,+0.271
Kurt am Buffet,18,7B+,4.9253,1.6303,0.5459,0.4432,22.428,20.951,23.905,7C,-1.428
Winter classic,58,7B,2.0518,0.4419,-0.4947,0.2495,20.659,19.828,21.490,7B+,-0.659
Thermokante,10,7A,0.4816,1.0098,-0.8223,0.8563,20.102,17.249,22.955,7B,-2.102
Falsche Propheten,4,7B+,0.6521,1.7456,2.2505,1.4969,25.326,20.338,30.314,8A+,-4.326
Event Horizon,51,7B,0.4312,0.2674,-1.5470,0.3102,18.870,17.836,19.904,7A+,+1.130
Big 8,90,7C,5.0259,0.5141,0.5914,0.2754,22.505,21.588,23.423,7C+,-0.505
Twin peaks,16,7A+,2.9390,1.0584,0.2706,0.5406,21.960,20.159,23.761,7C,-2.960
"Ein Affe, der Piano spielt",19,6C+,0.7729,0.5404,-1.8085,0.6404,18.426,16.292,20.559,7A,-1.426
Goldkante,35,6A+,0.6548,0.5965,-4.5940,0.3163,13.690,12.636,14.744,6B,-0.690
N.N. (7a),1,7A,0.3075,1.5388,4.1675,1.1741,28.585,24.673,32.497,8C+,-10.585
Starlink,17,8A,5.1461,1.0714,0.9674,0.5381,23.145,21.352,24.938,7C+,+0.855
Flash Flood,25,8B,7.7102,1.2444,3.1765,0.3655,26.900,25.682,28.118,8B+,-0.900
John Doe,2,8A+,3.1707,2.1934,3.5993,1.0847,27.619,24.005,31.233,8C,-2.619
Antipearl,12,7C,3.2307,1.1786,0.3854,0.5517,22.155,20.317,23.993,7C,-0.155
Mezzaluna fertile,10,7C+,1.8671,0.9881,2.7721,0.4632,26.213,24.669,27.756,8B,-3.213
Hibiskus,50,6B,0.0065,0.3059,-4.4286,0.2877,13.971,13.013,14.930,6B,+0.029
Old faithful,112,7B+,2.4308,0.2770,-1.3920,0.2454,19.134,18.316,19.951,7A+,+1.866
Seinfeld,20,6C+,1.5706,0.7463,-2.1962,0.4585,17.766,16.239,19.294,7A,-0.766
Monnalisa,124,6C,2.5594,0.2769,-2.4929,0.2835,17.262,16.318,18.207,6C+,-1.262
The Dagger sit,5,8B+,5.5594,1.9710,4.3702,0.6400,28.929,26.797,31.062,8C+,-1.929
A l'aurée du bois,40,8A,6.1789,1.3230,1.6552,0.3526,24.314,23.139,25.489,8A,-0.314
Wie im Urlaub sit,6,8B+,3.9928,1.4621,4.5944,0.5740,29.310,27.398,31.223,8C+,-2.310
Dosage Jump,148,7A,3.0239,0.2432,-2.4509,0.2198,17.333,16.601,18.066,6C+,+0.667
Crazy rocket stand,39,7B,5.9879,1.4195,-0.8163,0.4144,20.112,18.732,21.493,7B,-0.112
Steinbock,48,7B,2.3575,0.5807,-1.3426,0.3706,19.218,17.983,20.452,7A+,+0.782
Influencer,93,6C+,0.9197,0.2561,-4.4859,0.2910,13.874,12.905,14.844,6B,+3.126
Boomerang,149,7B,3.5180,0.3941,-1.0127,0.1933,19.778,19.134,20.422,7B,+0.222
Mérite le détour,101,8A+,5.4942,0.6210,1.7665,0.2171,24.503,23.780,25.227,8A+,+0.497
Wanted,75,7C+,5.1215,0.6093,0.8846,0.2894,23.004,22.039,23.968,7C+,-0.004
Echoes,22,8A+,6.0927,1.3863,3.5807,0.4018,27.587,26.248,28.926,8C,-2.587
Popeye,45,7C,2.1159,0.3568,0.2848,0.3111,21.984,20.948,23.021,7C,+0.016
Breaking News,8,6C,0.0781,0.7815,-2.7060,0.7411,16.900,14.430,19.369,6C+,-0.900
Big Kat stand,14,8A+,5.3844,1.2580,3.6975,0.4546,27.786,26.271,29.301,8C,-2.786
Darkness,29,8A+,6.2490,0.9334,1.8522,0.3553,24.649,23.465,25.833,8A+,+0.351
La chapelle,10,7A+,1.5680,0.5858,1.5001,0.6905,24.050,21.750,26.351,8A,-5.050
Red,57,8A,3.9165,0.4768,0.9270,0.2905,23.076,22.108,24.044,7C+,+0.924
jazz right,12,7A,0.4598,0.5538,-0.4941,0.7553,20.660,18.143,23.177,7B+,-2.660
Power Bounce,7,8B,4.3707,1.5384,4.2519,0.4857,28.728,27.110,30.346,8C+,-2.728
Crazy rocket,26,7C,5.1921,1.5404,0.7656,0.4451,22.802,21.318,24.285,7C+,-0.802
Versace,63,8B,8.5352,1.1058,2.4509,0.2546,25.667,24.818,26.515,8B,+0.333
Settebello,22,7A+,0.4047,0.3904,-2.2211,0.5077,17.724,16.032,19.416,7A,+1.276
F(r)eier-Abend,27,7A,2.9715,0.7655,-1.8772,0.5302,18.309,16.542,20.075,7A,-0.309
Fiume,4,8A,3.6357,1.4483,4.7656,0.6742,29.602,27.355,31.848,29.601513977123226,-5.602
Zero Kelvin,9,8B+,2.4307,0.8678,3.4755,0.5879,27.408,25.449,29.367,8B+,-0.408
Sibirian Express,3,7B+,2.2434,1.8031,4.7131,0.8226,29.512,26.771,32.253,29.5122051695119,-8.512
Arzak,8,8C,5.9244,1.4036,2.8615,0.7030,26.365,24.022,28.707,8B,+1.635
Plack Pearl,2,7C+,3.1997,1.9666,3.7116,0.8756,27.810,24.892,30.727,8C,-4.810
Blind eyes,4,7B+,0.3415,1.0396,3.1756,0.7331,26.899,24.456,29.341,8B+,-5.899
New Base Line Stand,16,8A+,3.7850,0.8205,3.8138,0.3711,27.984,26.747,29.220,8C,-2.984
Wiesendach (Bimano N.N. Block 13),56,6C+,2.0645,0.5405,-3.6432,0.3510,15.307,14.137,16.476,6B+,+1.693
Broken bottles right,13,8A,5.6722,1.8239,0.7679,0.6601,22.805,20.606,25.005,7C+,+1.195
Stil vor Talent,3,8C,3.2373,1.7276,5.1598,0.8086,30.272,27.577,32.966,30.27158519801762,-2.272
El Talisman left,82,7B,2.2617,0.3032,-0.6922,0.2675,20.323,19.432,21.215,7B,-0.323
WTF,60,7A,1.8830,0.4420,-4.6891,0.3881,13.529,12.235,14.822,6B,+4.471
1 Kilo Mett,37,6C+,2.2958,0.7384,-1.5575,0.5539,18.852,17.007,20.698,7A+,-1.852
Severus,16,7C+,3.3492,0.9922,2.7036,0.3742,26.096,24.849,27.343,8B,-3.096
Dem Hades sein Bruder,3,7B,0.9246,2.0419,0.0395,1.0064,21.567,18.214,24.920,7C,-1.567
"Love again, pain again",38,7A+,4.4792,1.2058,-0.3531,0.3617,20.900,19.694,22.105,7B+,-1.900
Kobold,74,7A,2.4028,0.4517,-3.4010,0.2677,15.718,14.826,16.610,6C,+2.282
Miramax to Le Cadeaux,17,7A+,0.7914,0.4891,-0.0853,0.5299,21.355,19.589,23.121,7B+,-2.355
Catatonica,98,8A,6.0627,0.7598,0.2950,0.2154,22.001,21.284,22.719,7C,+1.999
Pample traverse,4,8A+,5.4256,1.7761,5.1121,0.5546,30.191,28.343,32.039,30.19051611532896,-5.191
Pilier au citron,4,7C,0.9361,1.0134,3.3360,0.7244,27.171,24.757,29.585,8B+,-5.171
Häppi Hippo,1,7B,0.6155,2.5109,3.7964,1.5711,27.954,22.719,33.189,8C,-7.954
Fatzge,27,6B,1.2904,0.8197,-3.9669,0.5958,14.756,12.771,16.741,6B+,-0.756
Contro tendenza,14,7C+,3.6027,0.8328,2.7484,0.4148,26.172,24.790,27.554,8B,-3.172
Golden Power,41,7C+,6.5226,1.4232,0.9788,0.3264,23.164,22.076,24.251,7C+,-0.164
John Rambo,18,7C+,5.0299,1.6091,0.3978,0.5765,22.176,20.256,24.097,7C,+0.824
Adi Hustler,2,7C,0.8422,1.4550,4.3003,0.7615,28.811,26.273,31.348,8C+,-6.811
Lowrider,2,8B,0.3260,1.2140,5.1702,0.8666,30.289,27.402,33.177,30.289366145563733,-4.289
Gedämpfte Vorfreude,12,6A,0.1131,1.0586,-7.4582,0.6909,8.821,6.519,11.123,5A,+3.179
Highway to hell,4,8A,1.1301,1.1214,4.3195,0.7188,28.843,26.448,31.238,8C+,-4.843
Muscle Monster,7,7C+,0.5619,0.7050,2.5745,0.6965,25.877,23.556,28.197,8B,-2.877
Benvenuti in placca,8,7B,0.3350,0.7434,1.8927,0.5836,24.718,22.773,26.662,8A+,-4.718
Meine Tochter isst Blutwurst,2,8A,1.1707,1.4543,1.1847,1.3614,23.514,18.978,28.050,8A,+0.486
One Love,2,8A,0.1861,1.5643,4.3624,0.9045,28.916,25.902,31.930,8C+,-4.916
