name,ascents,grade,popularity,elo,elo_std,pop_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
Negrita,1,6C,-4.0624,0.2743,0.0000,0.0000,16.832,16.832,16.832,6C+,-0.832
Hebelgesetz,266,7A,5.7371,-2.9155,0.0000,0.0000,17.635,17.635,17.635,7A,+0.365
N.N. (2A),1,7A,-1.3652,1.9696,0.0000,0.0000,18.770,18.770,18.770,7A+,-0.770
Dr.Crimp,1,7C,-0.5287,3.4916,0.0000,0.0000,20.036,20.036,20.036,7B,+1.964
The scent of shit,16,7C,1.9120,2.5631,0.0000,0.0000,20.146,20.146,20.146,7B,+1.854
Revolution,49,7B+,3.7577,-1.6512,0.0000,0.0000,17.886,17.886,17.886,7A,+3.114
The Snatch,2,7C,2.5023,2.8224,0.0000,0.0000,20.496,20.496,20.496,7B,+1.504
Arete/groove?,1,7A,0.2761,2.0933,0.0000,0.0000,19.344,19.344,19.344,7A+,-1.344
Raindog,1,8A,1.4332,4.6692,0.0000,0.0000,21.408,21.408,21.408,7B+,+2.592
34,1,6C+,-2.3998,4.4256,0.0000,0.0000,20.100,20.100,20.100,7B,-3.100
Power Ranger,221,7B+,5.9626,-1.2181,0.0000,0.0000,18.835,18.835,18.835,7A+,+2.165
Galileo bis,2,6A,-1.6689,-12.6044,0.0000,0.0000,8.955,8.955,8.955,5A,+3.045
N.N. (Smearing Slab),1,6C+,-0.7837,3.1763,0.0000,0.0000,19.749,19.749,19.749,7B,-2.749
Norfork,1,7A,-1.0634,3.6256,0.0000,0.0000,19.965,19.965,19.965,7B,-1.965
BEMOLLE,13,6A,0.7878,-5.1121,0.0000,0.0000,14.689,14.689,14.689,6B+,-2.689
NR 4 BLOCK 2,1,6B,-4.5096,6.9032,0.0000,0.0000,21.122,21.122,21.122,7B+,-7.122
little Joe,1,6B+,-14.5581,-3.5854,0.0000,0.0000,11.118,11.118,11.118,5C,+3.882
calanda bräu,2,6B+,-5.4240,7.5914,0.0000,0.0000,21.307,21.307,21.307,7B+,-6.307
trainer slab,1,6A,-1.2083,2.3293,0.0000,0.0000,19.057,19.057,19.057,7A+,-7.057
N.N. (Masso 3/ blocco 8),1,5B,-7.0843,-6.9935,0.0000,0.0000,11.079,11.079,11.079,5C,-1.079
I believe I can Fly,1,7B,-1.5594,-2.0321,0.0000,0.0000,16.042,16.042,16.042,6C,+3.958
H30,3,6A,-4.6603,-8.2224,0.0000,0.0000,10.984,10.984,10.984,5C,+1.016
Scia Sota,25,6C+,0.6283,-0.1966,0.0000,0.0000,17.921,17.921,17.921,7A,-0.921
Frank's wild years,195,8A+,20.7228,1.8256,0.0000,0.0000,25.281,25.281,25.281,8A+,-0.281
Nanosecondo,49,7A+,2.8311,-1.4284,0.0000,0.0000,17.758,17.758,17.758,7A,+1.242
N.N. (morning shot),1,6A+,-14.6762,-4.0343,0.0000,0.0000,10.783,10.783,10.783,5C,+2.217
Satanik,41,6A,0.1109,-5.8413,0.0000,0.0000,14.000,14.000,14.000,6B,-2.000
Electric Avenue,25,7B+,3.9533,1.2408,0.0000,0.0000,19.875,19.875,19.875,7B,+1.125
Belzebu,12,6A+,-2.1904,-5.9229,0.0000,0.0000,13.257,13.257,13.257,6A+,-0.257
Jimm's nok trav,1,6A+,-3.3684,-7.2629,0.0000,0.0000,12.011,12.011,12.011,6A,+0.989
For Gil,10,6C,-3.0958,-2.7198,0.0000,0.0000,15.124,15.124,15.124,6B+,+0.876
SPARKY,9,6B+,-2.3071,-1.3199,0.0000,0.0000,16.294,16.294,16.294,6C,-1.294
Nemesis game,6,7B,-0.8464,2.8736,0.0000,0.0000,19.529,19.529,19.529,7B,+0.471
Anouk Traverse,3,6A,-2.1771,-6.0792,0.0000,0.0000,13.157,13.157,13.157,6A+,-1.157
N.N. (forgot already),2,6C+,-1.8091,1.8045,0.0000,0.0000,18.527,18.527,18.527,7A+,-1.527
No Mystery super low?,2,8B,8.6093,6.1050,0.0000,0.0000,24.513,24.513,24.513,8A+,+1.487
quello della foto,1,6C,-0.0593,4.3615,0.0000,0.0000,20.757,20.757,20.757,7B+,-4.757
Vitruvian Man,463,7C,13.2654,-1.4494,0.0000,0.0000,20.865,20.865,20.865,7B+,+1.135
Diagonalmente tua,28,6B+,1.2408,-4.3991,0.0000,0.0000,15.300,15.300,15.300,6B+,-0.300
Ignoranza piramidale,10,6A,-0.5452,-4.9451,0.0000,0.0000,14.402,14.402,14.402,6B,-2.402
Zigentraverse abgekürzt,1,7B+,-1.1422,2.2398,0.0000,0.0000,19.017,19.017,19.017,7A+,+1.983
"N.N. (Masso 6, no.16)",1,6C,-8.0232,-0.2271,0.0000,0.0000,15.313,15.313,15.313,6B+,+0.687
Banda Bassotti,1,6C,-6.5641,-0.3113,0.0000,0.0000,15.693,15.693,15.693,6C,+0.307
Al Caprone,23,5C,-0.6278,-5.7306,0.0000,0.0000,13.853,13.853,13.853,6B,-2.853
Elettrosmog,14,6B+,-0.9473,-5.3978,0.0000,0.0000,13.979,13.979,13.979,6B,+1.021
Los dos Canones,1,7B+,-3.7551,0.7648,0.0000,0.0000,17.251,17.251,17.251,6C+,+3.749
N.N. (Boulder 203d),1,7B,-0.2631,3.8229,0.0000,0.0000,20.336,20.336,20.336,7B,-0.336
N.N. (Left of jeté),1,7B,-5.5752,1.4509,0.0000,0.0000,17.165,17.165,17.165,6C+,+2.835
Black magic,12,7B,0.8901,-0.6135,0.0000,0.0000,17.721,17.721,17.721,7A,+2.279
Vaca Loca (Sitzstart),1,7C+,-1.9940,2.3611,0.0000,0.0000,18.843,18.843,18.843,7A+,+4.157
Placebo,57,8A,5.4985,0.5024,0.0000,0.0000,19.844,19.844,19.844,7B,+4.156
haniball lector,1,6C,-10.7752,0.1341,0.0000,0.0000,14.731,14.731,14.731,6B+,+1.269
"BlocHeart, S.176, 1g",1,6C+,-1.4465,2.4994,0.0000,0.0000,19.099,19.099,19.099,7A+,-2.099
"N.N. (Blocco 19, 1A)",1,6A,-14.1248,-4.3585,0.0000,0.0000,10.731,10.731,10.731,5C,+1.269
"N.N. (Blocco 14, 2?)",4,4A,-1.9353,-5.4309,0.0000,0.0000,13.662,13.662,13.662,6B,-7.662
Astor Piazolla SdS,1,5B,-14.1212,-4.3505,0.0000,0.0000,10.738,10.738,10.738,5C,-0.738
"N.N. (Masso 7a, 16)",1,6A,-14.0928,-4.3553,0.0000,0.0000,10.743,10.743,10.743,5C,+1.257
Estais Cortaos de to!!,1,7B,-1.3963,2.2028,0.0000,0.0000,18.916,18.916,18.916,7A+,+1.084
N.N. (Masso 14 / 36),2,6B+,-9.3031,-7.3490,0.0000,0.0000,10.178,10.178,10.178,5B,+4.822
Masso3bbloc4,1,6C,-3.7458,0.7477,0.0000,0.0000,17.243,17.243,17.243,6C+,-1.243
Masso11cbloc33,1,6B+,-3.7555,0.7546,0.0000,0.0000,17.245,17.245,17.245,6C+,-2.245
RETTA,13,6C,-0.2564,-3.7363,0.0000,0.0000,15.295,15.295,15.295,6B+,+0.705
Debutant,1,6A,-10.3391,-0.5052,0.0000,0.0000,14.435,14.435,14.435,6B,-2.435
Monti Tharsis,38,6B,0.7087,-2.4737,0.0000,0.0000,16.426,16.426,16.426,6C,-2.426
End of Vasaloppet,1,6A+,-10.3339,-0.5166,0.0000,0.0000,14.429,14.429,14.429,6B,-1.429
N.N. (Masso 20b / 58),1,6A+,-9.2896,-7.3922,0.0000,0.0000,10.153,10.153,10.153,5B,+2.847
Crapon da Rabadan (direct),2,6C,-3.9455,0.0562,0.0000,0.0000,16.722,16.722,16.722,6C+,-0.722
N.N. (Masso 20b / 57),2,6A,-10.3407,-0.5091,0.0000,0.0000,14.432,14.432,14.432,6B,-2.432
Fisherman'sfrieds,1,6B+,-10.3417,-0.5130,0.0000,0.0000,14.429,14.429,14.429,6B,+0.571
Alone blone,1,6C,-10.3453,-0.5132,0.0000,0.0000,14.428,14.428,14.428,6B,+1.572
N.N. (Block 20- 1c),2,7C,-1.3609,3.1062,0.0000,0.0000,19.530,19.530,19.530,7B,+2.470
The Mad Japer,6,7B+,2.1705,1.2574,0.0000,0.0000,19.352,19.352,19.352,7A+,+1.648
Never ending Story,232,6B+,6.4811,-0.9938,0.0000,0.0000,19.140,19.140,19.140,7A+,-4.140
messer grunf,7,5B,-2.7974,-7.1517,0.0000,0.0000,12.256,12.256,12.256,6A,-2.256
"N.N. (Masso 1a, Problem 1)",7,3A,-1.1248,-6.5667,0.0000,0.0000,13.146,13.146,13.146,6A+,-10.146
N.N. (Masso 3/5),1,6B+,-8.0237,-0.2230,0.0000,0.0000,15.316,15.316,15.316,6B+,-0.316
Kneelock Inc.,1,7A,-2.5438,2.7623,0.0000,0.0000,18.947,18.947,18.947,7A+,-0.947
La pelle left,59,8A,9.1547,2.2847,0.0000,0.0000,22.127,22.127,22.127,7C,+1.873
Le sue...,32,6A+,-0.6503,-3.8373,0.0000,0.0000,15.109,15.109,15.109,6B+,-2.109
Drizzle,75,6A,1.6385,-5.6244,0.0000,0.0000,14.602,14.602,14.602,6B+,-2.602
El talisman,57,6B+,1.6436,-3.2616,0.0000,0.0000,16.180,16.180,16.180,6C,-1.180
Me sò ingrippato,2,6B,-1.9801,-2.4197,0.0000,0.0000,15.658,15.658,15.658,6C,-1.658
N.N. (Blocco 17 / 1),1,6C,-9.3553,-7.3867,0.0000,0.0000,10.137,10.137,10.137,5B,+5.863
Gore Tex Willer,19,6A,-0.8415,-5.1892,0.0000,0.0000,14.150,14.150,14.150,6B,-2.150
N.N. (Masso 2 / 9),1,6B,-9.3007,-7.3319,0.0000,0.0000,10.190,10.190,10.190,5B,+3.810
Jump for beginners,77,6B,1.9528,-4.2969,0.0000,0.0000,15.581,15.581,15.581,6C,-1.581
cubitus,130,6B,2.4699,-3.2301,0.0000,0.0000,16.448,16.448,16.448,6C,-2.448
revue de paris,50,6B,1.1091,-4.1399,0.0000,0.0000,15.434,15.434,15.434,6B+,-1.434
N.N. (Block 203c),2,7A+,-0.3343,2.6535,0.0000,0.0000,19.535,19.535,19.535,7B,-0.535
Nasdaq Var,1,7A,-4.9122,-5.1813,0.0000,0.0000,12.938,12.938,12.938,6A+,+5.062
Devil's Bay,2,6A+,-4.1975,-0.0006,0.0000,0.0000,16.608,16.608,16.608,6C+,-3.608
Carpe Diem,31,6B+,0.6050,-1.8751,0.0000,0.0000,16.794,16.794,16.794,6C+,-1.794
Blue Trav's,1,6C+,-6.8111,-0.6118,0.0000,0.0000,15.419,15.419,15.419,6B+,+1.581
Wheather Cannel,1,6C+,-1.0685,3.6319,0.0000,0.0000,19.968,19.968,19.968,7B,-2.968
Guilium,1,6C,-1.7429,-3.0454,0.0000,0.0000,15.311,15.311,15.311,6B+,+0.689
Scassaminchia,18,7A,1.0950,-1.8884,0.0000,0.0000,16.932,16.932,16.932,6C+,+1.068
martins boulder,1,7A,-4.2512,1.2130,0.0000,0.0000,17.402,17.402,17.402,6C+,+0.598
Border Line,3,7A,3.0530,4.0894,0.0000,0.0000,21.506,21.506,21.506,7C,-3.506
pisa,6,6C,0.0540,-1.1440,0.0000,0.0000,17.117,17.117,17.117,6C+,-1.117
Jane Ecita,2,7C,-2.8936,1.8750,0.0000,0.0000,18.250,18.250,18.250,7A,+3.750
Kikkoman,12,6C,-0.3538,-3.4828,0.0000,0.0000,15.435,15.435,15.435,6B+,+0.565
Blue Traverse,4,6C+,-0.5232,1.0988,0.0000,0.0000,18.441,18.441,18.441,7A,-1.441
SD CHAN CHAN,1,6A,-16.7516,-9.3381,0.0000,0.0000,6.623,6.623,6.623,4B,+5.377
N.N. (Masso 3a/ Problem 15),20,6A,-2.0281,-5.6454,0.0000,0.0000,13.491,13.491,13.491,6A+,-1.491
N.N. (Masso 7/13),1,5C,-8.0203,-0.2230,0.0000,0.0000,15.317,15.317,15.317,6B+,-4.317
Che schifo,1,7A,-0.5557,-1.5656,0.0000,0.0000,16.653,16.653,16.653,6C+,+1.347
brione trave,1,8A,-0.3935,3.9308,0.0000,0.0000,20.369,20.369,20.369,7B,+3.631
N.N. (Blocco 1/ Nr. 1),2,6B,-5.1230,-1.5980,0.0000,0.0000,15.266,15.266,15.266,6B+,-1.266
sex and the city,43,7A+,4.7336,-0.9720,0.0000,0.0000,18.632,18.632,18.632,7A+,+0.368
Madame Pompidou,1,5C,-5.7469,-7.8634,0.0000,0.0000,10.899,10.899,10.899,5C,+0.101
Ganimede 27,2,4A,-3.0176,-10.7048,0.0000,0.0000,9.819,9.819,9.819,5B,-3.819
18,1,6A+,-4.3136,-7.1975,0.0000,0.0000,11.772,11.772,11.772,6A,+1.228
Dreamtime Stand,101,8A+,14.1760,2.5804,0.0000,0.0000,23.826,23.826,23.826,8A,+1.174
Bottle after bottle,115,6C+,2.6820,-3.5103,0.0000,0.0000,16.324,16.324,16.324,6C,+0.676
La mossa del barbiere,50,7A+,2.9499,-0.9729,0.0000,0.0000,18.097,18.097,18.097,7A,+0.903
Brise-glace,27,6B,-0.1598,-3.1513,0.0000,0.0000,15.714,15.714,15.714,6C,-1.714
Tarzan,85,7B+,4.9341,0.5168,0.0000,0.0000,19.685,19.685,19.685,7B,+1.315
Number One / Slooper Attack,550,7A,7.6283,-1.7906,0.0000,0.0000,18.951,18.951,18.951,7A+,-0.951
La pioche,2,7B+,-0.9099,2.1554,0.0000,0.0000,19.030,19.030,19.030,7A+,+1.970
il dubbio,11,6B+,-0.8777,-1.2292,0.0000,0.0000,16.782,16.782,16.782,6C+,-1.782
trave...,1,8A,-1.8102,-1.7451,0.0000,0.0000,16.158,16.158,16.158,6C,+7.842
tecnoplafon,24,5B,-0.5355,-6.2627,0.0000,0.0000,13.525,13.525,13.525,6B,-3.525
Diedrino tecnico,3,6C,-2.7715,-1.0353,0.0000,0.0000,16.345,16.345,16.345,6C,-0.345
Prima La Signore Extension,1,7C+,3.0923,3.0779,0.0000,0.0000,20.843,20.843,20.843,7B+,+2.157
Serre moi fort assis,1,7B+,-1.4248,3.8834,0.0000,0.0000,20.029,20.029,20.029,7B,+0.971
"N.N. (block 8 , g)",1,7A+,-1.0176,3.2626,0.0000,0.0000,19.737,19.737,19.737,7B,-0.737
"N.N. (Block 303 , a)",1,7B,-1.3738,3.2984,0.0000,0.0000,19.654,19.654,19.654,7B,+0.346
"N.N. (Block 104, b)",1,7A,-1.3430,3.3102,0.0000,0.0000,19.671,19.671,19.671,7B,-1.671
Kiss me,95,7C,5.6178,1.0737,0.0000,0.0000,20.261,20.261,20.261,7B,+1.739
Lídoletto,10,7A,0.1617,-3.5265,0.0000,0.0000,15.560,15.560,15.560,6C,+2.440
The Loneliness of a Long Distance Runner,68,7C,4.6232,-1.2834,0.0000,0.0000,18.391,18.391,18.391,7A,+3.609
Le Pilier,239,8A,17.1654,1.2181,0.0000,0.0000,23.811,23.811,23.811,8A,+0.189
N.N. (Masso 6 / 19),1,6B,-9.2798,-7.4122,0.0000,0.0000,10.143,10.143,10.143,5B,+3.857
Quarzwand mittig,1,6A,-0.8264,5.0328,0.0000,0.0000,20.975,20.975,20.975,7B+,-8.975
Cubico Wand mit Querbändern,1,4A,-0.8238,5.0265,0.0000,0.0000,20.972,20.972,20.972,7B+,-14.972
Reibungsplatte,1,5B,-0.8362,5.0314,0.0000,0.0000,20.971,20.971,20.971,7B+,-10.971
Runder Ausstieg,1,5A,-0.8222,5.0195,0.0000,0.0000,20.968,20.968,20.968,7B+,-11.968
Rechts von Hebelgesetz,4,6C+,1.7085,1.0384,0.0000,0.0000,19.068,19.068,19.068,7A+,-2.068
N.N. (masso 14/36a),1,5A,-3.8067,-8.3784,0.0000,0.0000,11.135,11.135,11.135,5C,-2.135
Thomahawk,2,7B+,4.5252,5.0780,0.0000,0.0000,22.606,22.606,22.606,7C+,-1.606
Pedagogo a gògò,4,4A,-4.0294,-8.1661,0.0000,0.0000,11.210,11.210,11.210,5C,-5.210
N.N. (16b),1,6A,-12.7926,-4.4582,0.0000,0.0000,11.063,11.063,11.063,5C,+0.937
Coma nein,54,6B+,0.3108,-3.0874,0.0000,0.0000,15.897,15.897,15.897,6C,-0.897
goldenei links,1,7A,-10.5869,0.0999,0.0000,0.0000,14.764,14.764,14.764,6B+,+3.236
...block 8-1,3,6B,-2.8607,-4.3624,0.0000,0.0000,14.098,14.098,14.098,6B,-0.098
Globetrotter,575,7A,7.4123,-1.2619,0.0000,0.0000,19.239,19.239,19.239,7A+,-1.239
6e,1,6C,-1.3674,1.9687,0.0000,0.0000,18.769,18.769,18.769,7A+,-2.769
Le Monolithe,64,7B+,3.1303,0.7026,0.0000,0.0000,19.269,19.269,19.269,7A+,+1.731
Raindogs-Rainbirds,1,8A,-0.1084,4.3315,0.0000,0.0000,20.722,20.722,20.722,7B+,+3.278
Professor Bambela,60,7A,3.4499,-3.2779,0.0000,0.0000,16.709,16.709,16.709,6C+,+1.291
N.N. (18a),1,6B,-12.7967,-4.4643,0.0000,0.0000,11.058,11.058,11.058,5C,+2.942
Maga Circensis,5,5B,-2.1343,-5.9813,0.0000,0.0000,13.235,13.235,13.235,6A+,-3.235
Nasdaq,18,6C+,-0.2262,-2.5962,0.0000,0.0000,16.064,16.064,16.064,6C,+0.936
rabarberkante,2,5B,-6.6975,-2.9809,0.0000,0.0000,13.872,13.872,13.872,6B,-3.872
vergessen von tobi,2,6B,-10.7912,-2.0879,0.0000,0.0000,13.244,13.244,13.244,6A+,+0.756
s'röcki topo chasch rauche,1,6B,-9.9816,0.0548,0.0000,0.0000,14.915,14.915,14.915,6B+,-0.915
Lumix,35,6C+,0.9184,-0.9333,0.0000,0.0000,17.516,17.516,17.516,7A,-0.516
Wand m. Baum,1,5B,-0.8253,5.0249,0.0000,0.0000,20.970,20.970,20.970,7B+,-10.970
N.N. (Masso 14/34),6,6A+,-3.2818,-6.8181,0.0000,0.0000,12.333,12.333,12.333,6A,+0.667
SS20,30,7A,1.0055,-1.2442,0.0000,0.0000,17.335,17.335,17.335,6C+,+0.665
N.N. (senza spigolo),1,6A,-14.7877,-9.4804,0.0000,0.0000,7.116,7.116,7.116,4B,+4.884
Le pilier (stand),16,7B,2.6386,-0.9319,0.0000,0.0000,18.032,18.032,18.032,7A,+1.968
Light House Theatre,12,5C,-1.1959,-4.8351,0.0000,0.0000,14.280,14.280,14.280,6B,-3.280
Black Arete,125,7C,7.9769,-0.0298,0.0000,0.0000,20.230,20.230,20.230,7B,+1.770
Operatore ecologico,1,6B,-4.0604,0.2482,0.0000,0.0000,16.815,16.815,16.815,6C+,-2.815
Titan,42,6C,1.1315,-2.9801,0.0000,0.0000,16.214,16.214,16.214,6C,-0.214
la baronesse,1,6A,-2.5228,-5.9494,0.0000,0.0000,13.140,13.140,13.140,6A+,-1.140
Compact clean,17,7A,0.2913,-2.7492,0.0000,0.0000,16.117,16.117,16.117,6C,+1.883
Ga ne pu,1,6C,-1.7693,3.3093,0.0000,0.0000,19.543,19.543,19.543,7B,-3.543
Beach boulder (sidan),1,5A,-2.8489,0.8831,0.0000,0.0000,17.601,17.601,17.601,7A,-8.601
chocolate factory,1,5C,-10.8098,0.1488,0.0000,0.0000,14.730,14.730,14.730,6B+,-3.730
walk in the desert,1,6C,-10.8080,0.1375,0.0000,0.0000,14.723,14.723,14.723,6B+,+1.277
Mit Gas,65,6C+,3.1785,-2.4880,0.0000,0.0000,17.155,17.155,17.155,6C+,-0.155
Kingo,7,6B+,-0.8450,-1.4252,0.0000,0.0000,16.661,16.661,16.661,6C+,-1.661
big girl,31,5B,0.2617,-6.7401,0.0000,0.0000,13.445,13.445,13.445,6A+,-3.445
Cip,22,6A+,-0.1927,-6.4666,0.0000,0.0000,13.492,13.492,13.492,6A+,-0.492
Pivot,1,6C+,-2.8576,-0.9639,0.0000,0.0000,16.366,16.366,16.366,6C,+0.634
Bob a due,2,6A+,-3.1996,-6.3506,0.0000,0.0000,12.670,12.670,12.670,6A+,+0.330
Piranja stand,2,7A+,-5.6527,1.4399,0.0000,0.0000,17.134,17.134,17.134,6C+,+1.866
Ola ola bucaiola,6,5A,-1.5904,-7.8680,0.0000,0.0000,12.139,12.139,12.139,6A,-3.139
28 Masso 11,1,6C,-3.0039,-0.6621,0.0000,0.0000,16.524,16.524,16.524,6C+,-0.524
buoys della cantina,1,7B+,-0.9397,2.2992,0.0000,0.0000,19.117,19.117,19.117,7A+,+1.883
les odigts vertes,1,7C+,1.1965,4.5517,0.0000,0.0000,21.259,21.259,21.259,7B+,+1.741
La Rondeur des tes Seins,10,8A+,8.5645,3.7587,0.0000,0.0000,22.934,22.934,22.934,7C+,+2.066
Monti Tharisis,2,6B,-1.9826,-1.5928,0.0000,0.0000,16.209,16.209,16.209,6C,-2.209
Sciacallo,1,7A+,-1.5047,4.1452,0.0000,0.0000,20.180,20.180,20.180,7B,-1.180
N.N. (blocco 35B nr 5),1,6B+,-4.0593,0.2472,0.0000,0.0000,16.815,16.815,16.815,6C+,-1.815
N.N. (Quilla),1,7A+,-1.0223,3.4914,0.0000,0.0000,19.888,19.888,19.888,7B,-0.888
N.N. (Block 20c),1,4A,-4.6283,-1.4259,0.0000,0.0000,15.529,15.529,15.529,6C,-9.529
N.N. (Block 17a),2,6A,-4.3515,-1.3731,0.0000,0.0000,15.647,15.647,15.647,6C,-3.647
lidoleto,1,7A,-9.8208,-6.8007,0.0000,0.0000,10.389,10.389,10.389,5B,+7.611
Tricky (Variante B),3,6B,-1.6327,-5.6857,0.0000,0.0000,13.582,13.582,13.582,6B,+0.418
Cote du Seshuan Sprung,1,7A+,-1.6427,-2.0536,0.0000,0.0000,16.003,16.003,16.003,6C,+2.997
hebelgesetz variante b,1,6C+,-14.7349,-4.0400,0.0000,0.0000,10.761,10.761,10.761,5C,+6.239
Der Flug der Wildgans,7,7B,1.9694,0.4615,0.0000,0.0000,18.761,18.761,18.761,7A+,+1.239
Il Dottore,21,6A,-1.7403,-6.0210,0.0000,0.0000,13.326,13.326,13.326,6A+,-1.326
N.N. (bloc 26b),3,7C+,0.7524,-0.0347,0.0000,0.0000,18.066,18.066,18.066,7A,+4.934
jolie move,1,6C,-10.8114,0.1300,0.0000,0.0000,14.717,14.717,14.717,6B+,+1.283
sessoesse,43,6B,0.7969,-4.1454,0.0000,0.0000,15.337,15.337,15.337,6B+,-1.337
Kill Bill,238,7A,5.4571,-0.8859,0.0000,0.0000,18.905,18.905,18.905,7A+,-0.905
Petit pas tapen,31,8A,7.3530,3.0379,0.0000,0.0000,22.091,22.091,22.091,7C,+1.909
"N.N. 1 (B 17a, O11)",1,6A,-3.0958,0.7906,0.0000,0.0000,17.466,17.466,17.466,6C+,-5.466
Problemo 15a masso 7a,2,6A,-4.1244,-0.1388,0.0000,0.0000,16.538,16.538,16.538,6C+,-4.538
les cliques a claques/standing,1,7B+,-1.1615,2.7889,0.0000,0.0000,19.378,19.378,19.378,7A+,+1.622
The Dagger,132,8B+,16.5463,2.3393,0.0000,0.0000,24.374,24.374,24.374,8A,+2.626
Serre moi fort,296,8A,14.5023,1.1007,0.0000,0.0000,22.936,22.936,22.936,7C+,+1.064
Nureyev,18,7B+,2.3881,0.7070,0.0000,0.0000,19.050,19.050,19.050,7A+,+1.950
La jeté mix,1,7C,-5.5772,1.4809,0.0000,0.0000,17.184,17.184,17.184,6C+,+4.816
Mme Etoille,2,6B+,-14.9218,-3.6962,0.0000,0.0000,10.935,10.935,10.935,5C,+4.065
Sasso Panoraminco,2,7A,-1.8790,-1.9464,0.0000,0.0000,16.004,16.004,16.004,6C,+1.996
fantomas,1,7C,-0.4774,4.2452,0.0000,0.0000,20.554,20.554,20.554,7B+,+1.446
Doctor Jump,24,8A+,4.7444,1.3465,0.0000,0.0000,20.182,20.182,20.182,7B,+4.818
Frostheaves,17,8A+,4.5184,2.7891,0.0000,0.0000,21.077,21.077,21.077,7B+,+3.923
Hannibal Lecter,305,7B+,8.2013,-0.2274,0.0000,0.0000,20.166,20.166,20.166,7B,+0.834
Volo di rondine,37,5C,-0.2941,-6.0175,0.0000,0.0000,13.761,13.761,13.761,6B,-2.761
Puta caso SdS,1,6A+,-14.1289,-4.3570,0.0000,0.0000,10.731,10.731,10.731,5C,+2.269
La grotte des soupirs StS,1,6A,-14.0966,-4.3587,0.0000,0.0000,10.740,10.740,10.740,5C,+1.260
Unter Dach & Fach,10,7B+,1.3587,0.6815,0.0000,0.0000,18.725,18.725,18.725,7A+,+2.275
Palpa Tina,184,7A+,5.1388,-2.2589,0.0000,0.0000,17.894,17.894,17.894,7A,+1.106
vaca loca (sit start),6,7C+,-0.7984,1.1446,0.0000,0.0000,18.389,18.389,18.389,7A,+4.611
Exit of Il cerchio celtico,1,6A,-10.3204,-0.5038,0.0000,0.0000,14.441,14.441,14.441,6B,-2.441
Left edge of Famiglia Mc Cameron,1,6A,-10.3429,-0.5052,0.0000,0.0000,14.434,14.434,14.434,6B,-2.434
Left edge of Colpo interuptus,1,6B+,-10.3347,-0.5141,0.0000,0.0000,14.430,14.430,14.430,6B,+0.570
Wolfpack,9,6B+,0.9498,-3.6086,0.0000,0.0000,15.741,15.741,15.741,6C,-0.741
La jeté sit sx,1,7C+,-5.5894,1.4833,0.0000,0.0000,17.182,17.182,17.182,6C+,+5.818
Le photographe,17,6B,-0.4837,-3.6235,0.0000,0.0000,15.302,15.302,15.302,6B+,-1.302
Squalo alle spalle,10,6B+,-2.6707,-2.8016,0.0000,0.0000,15.196,15.196,15.196,6B+,-0.196
Vergogna,21,7A+,3.4682,-0.7835,0.0000,0.0000,18.379,18.379,18.379,7A,+0.621
N.N. 7,1,7A,-0.0121,4.1561,0.0000,0.0000,20.634,20.634,20.634,7B+,-2.634
"BlocHeart, S.167, 4b",1,7A,-1.5048,2.4331,0.0000,0.0000,19.038,19.038,19.038,7A+,-1.038
"BlocHeart, S.167, 8d",1,7A,-1.4673,2.4694,0.0000,0.0000,19.073,19.073,19.073,7A+,-1.073
L'edile,50,7A,5.0675,-1.0584,0.0000,0.0000,18.674,18.674,18.674,7A+,-0.674
Heart Wind and Fire,10,6B,-0.2479,-4.3603,0.0000,0.0000,14.881,14.881,14.881,6B+,-0.881
N.N. (sector 3 - stone 4 - problem 7),1,7A,0.2609,3.6711,0.0000,0.0000,20.392,20.392,20.392,7B,-2.392
Sua maestà,4,6A,-4.1738,-1.7437,0.0000,0.0000,15.452,15.452,15.452,6B+,-3.452
Happy Mental,12,6B+,1.6292,-4.7265,0.0000,0.0000,15.198,15.198,15.198,6B+,-0.198
Il partner assis,8,7C+,-0.0440,2.3873,0.0000,0.0000,19.444,19.444,19.444,7A+,+3.556
Bukowsky,41,7A,1.2292,0.2341,0.0000,0.0000,18.388,18.388,18.388,7A,-0.388
Full immersion,9,7A,0.7044,2.5812,0.0000,0.0000,19.797,19.797,19.797,7B,-1.797
dick und doof,7,8A,0.5685,2.5834,0.0000,0.0000,19.758,19.758,19.758,7B,+4.242
Il Cerchico Celtico,1,6A+,-1.6859,-7.8941,0.0000,0.0000,12.093,12.093,12.093,6A,+0.907
Coffee and cigarettes,75,7A,4.2083,-1.2391,0.0000,0.0000,18.296,18.296,18.296,7A,-0.296
Rizla,3,6B,-4.5568,-4.6350,0.0000,0.0000,13.409,13.409,13.409,6A+,+0.591
Feeling,2,6A+,-5.5993,-8.0882,0.0000,0.0000,10.793,10.793,10.793,5C,+2.207
Pansen,2,6B+,-6.4093,-1.0936,0.0000,0.0000,15.218,15.218,15.218,6B+,-0.218
Bayblade,9,6A,-0.7122,-4.3666,0.0000,0.0000,14.738,14.738,14.738,6B+,-2.738
Devil's Bay,75,6A+,1.5669,-4.2892,0.0000,0.0000,15.471,15.471,15.471,6B+,-2.471
H19,1,6C,-2.5547,3.4434,0.0000,0.0000,19.398,19.398,19.398,7A+,-3.398
